,Vehicles,Month,Day,Hour,Vehicles_lag_1,Vehicles_lag_2
2017-03-28 13:00:00,5,3,28,13,11.0,9.0
2017-03-28 14:00:00,10,3,28,14,5.0,11.0
2017-03-28 15:00:00,8,3,28,15,10.0,5.0
2017-03-28 16:00:00,9,3,28,16,8.0,10.0
2017-03-28 17:00:00,5,3,28,17,9.0,8.0
2017-03-28 18:00:00,9,3,28,18,5.0,9.0
2017-03-28 19:00:00,7,3,28,19,9.0,5.0
2017-03-28 20:00:00,7,3,28,20,7.0,9.0
2017-03-28 21:00:00,7,3,28,21,7.0,7.0
2017-03-28 22:00:00,8,3,28,22,7.0,7.0
2017-03-28 23:00:00,9,3,28,23,8.0,7.0
2017-03-29 00:00:00,7,3,29,0,9.0,8.0
2017-03-29 01:00:00,4,3,29,1,7.0,9.0
2017-03-29 02:00:00,3,3,29,2,4.0,7.0
2017-03-29 03:00:00,5,3,29,3,3.0,4.0
2017-03-29 04:00:00,4,3,29,4,5.0,3.0
2017-03-29 05:00:00,5,3,29,5,4.0,5.0
2017-03-29 06:00:00,2,3,29,6,5.0,4.0
2017-03-29 07:00:00,2,3,29,7,2.0,5.0
2017-03-29 08:00:00,6,3,29,8,2.0,2.0
2017-03-29 09:00:00,3,3,29,9,6.0,2.0
2017-03-29 10:00:00,6,3,29,10,3.0,6.0
2017-03-29 11:00:00,8,3,29,11,6.0,3.0
2017-03-29 12:00:00,12,3,29,12,8.0,6.0
2017-03-29 13:00:00,9,3,29,13,12.0,8.0
2017-03-29 14:00:00,6,3,29,14,9.0,12.0
2017-03-29 15:00:00,8,3,29,15,6.0,9.0
2017-03-29 16:00:00,10,3,29,16,8.0,6.0
2017-03-29 17:00:00,5,3,29,17,10.0,8.0
2017-03-29 18:00:00,5,3,29,18,5.0,10.0
2017-03-29 19:00:00,10,3,29,19,5.0,5.0
2017-03-29 20:00:00,5,3,29,20,10.0,5.0
2017-03-29 21:00:00,6,3,29,21,5.0,10.0
2017-03-29 22:00:00,6,3,29,22,6.0,5.0
2017-03-29 23:00:00,7,3,29,23,6.0,6.0
2017-03-30 00:00:00,6,3,30,0,7.0,6.0
2017-03-30 01:00:00,7,3,30,1,6.0,7.0
2017-03-30 02:00:00,6,3,30,2,7.0,6.0
2017-03-30 03:00:00,3,3,30,3,6.0,7.0
2017-03-30 04:00:00,1,3,30,4,3.0,6.0
2017-03-30 05:00:00,3,3,30,5,1.0,3.0
2017-03-30 06:00:00,3,3,30,6,3.0,1.0
2017-03-30 07:00:00,4,3,30,7,3.0,3.0
2017-03-30 08:00:00,5,3,30,8,4.0,3.0
2017-03-30 09:00:00,7,3,30,9,5.0,4.0
2017-03-30 10:00:00,5,3,30,10,7.0,5.0
2017-03-30 11:00:00,5,3,30,11,5.0,7.0
2017-03-30 12:00:00,5,3,30,12,5.0,5.0
2017-03-30 13:00:00,8,3,30,13,5.0,5.0
2017-03-30 14:00:00,13,3,30,14,8.0,5.0
2017-03-30 15:00:00,7,3,30,15,13.0,8.0
2017-03-30 16:00:00,7,3,30,16,7.0,13.0
2017-03-30 17:00:00,9,3,30,17,7.0,7.0
2017-03-30 18:00:00,11,3,30,18,9.0,7.0
2017-03-30 19:00:00,12,3,30,19,11.0,9.0
2017-03-30 20:00:00,9,3,30,20,12.0,11.0
2017-03-30 21:00:00,11,3,30,21,9.0,12.0
2017-03-30 22:00:00,8,3,30,22,11.0,9.0
2017-03-30 23:00:00,6,3,30,23,8.0,11.0
2017-03-31 00:00:00,5,3,31,0,6.0,8.0
2017-03-31 01:00:00,2,3,31,1,5.0,6.0
2017-03-31 02:00:00,6,3,31,2,2.0,5.0
2017-03-31 03:00:00,5,3,31,3,6.0,2.0
2017-03-31 04:00:00,2,3,31,4,5.0,6.0
2017-03-31 05:00:00,5,3,31,5,2.0,5.0
2017-03-31 06:00:00,2,3,31,6,5.0,2.0
2017-03-31 07:00:00,5,3,31,7,2.0,5.0
2017-03-31 08:00:00,3,3,31,8,5.0,2.0
2017-03-31 09:00:00,2,3,31,9,3.0,5.0
2017-03-31 10:00:00,8,3,31,10,2.0,3.0
2017-03-31 11:00:00,6,3,31,11,8.0,2.0
2017-03-31 12:00:00,5,3,31,12,6.0,8.0
2017-03-31 13:00:00,10,3,31,13,5.0,6.0
2017-03-31 14:00:00,11,3,31,14,10.0,5.0
2017-03-31 15:00:00,8,3,31,15,11.0,10.0
2017-03-31 16:00:00,7,3,31,16,8.0,11.0
2017-03-31 17:00:00,9,3,31,17,7.0,8.0
2017-03-31 18:00:00,6,3,31,18,9.0,7.0
2017-03-31 19:00:00,8,3,31,19,6.0,9.0
2017-03-31 20:00:00,8,3,31,20,8.0,6.0
2017-03-31 21:00:00,9,3,31,21,8.0,8.0
2017-03-31 22:00:00,6,3,31,22,9.0,8.0
2017-03-31 23:00:00,6,3,31,23,6.0,9.0
2017-04-01 00:00:00,6,4,1,0,6.0,6.0
2017-04-01 01:00:00,5,4,1,1,6.0,6.0
2017-04-01 02:00:00,4,4,1,2,5.0,6.0
2017-04-01 03:00:00,4,4,1,3,4.0,5.0
2017-04-01 04:00:00,1,4,1,4,4.0,4.0
2017-04-01 05:00:00,2,4,1,5,1.0,4.0
2017-04-01 06:00:00,3,4,1,6,2.0,1.0
2017-04-01 07:00:00,4,4,1,7,3.0,2.0
2017-04-01 08:00:00,4,4,1,8,4.0,3.0
2017-04-01 09:00:00,6,4,1,9,4.0,4.0
2017-04-01 10:00:00,7,4,1,10,6.0,4.0
2017-04-01 11:00:00,5,4,1,11,7.0,6.0
2017-04-01 12:00:00,4,4,1,12,5.0,7.0
2017-04-01 13:00:00,9,4,1,13,4.0,5.0
2017-04-01 14:00:00,6,4,1,14,9.0,4.0
2017-04-01 15:00:00,7,4,1,15,6.0,9.0
2017-04-01 16:00:00,6,4,1,16,7.0,6.0
2017-04-01 17:00:00,5,4,1,17,6.0,7.0
2017-04-01 18:00:00,6,4,1,18,5.0,6.0
2017-04-01 19:00:00,6,4,1,19,6.0,5.0
2017-04-01 20:00:00,9,4,1,20,6.0,6.0
2017-04-01 21:00:00,7,4,1,21,9.0,6.0
2017-04-01 22:00:00,9,4,1,22,7.0,9.0
2017-04-01 23:00:00,8,4,1,23,9.0,7.0
2017-04-02 00:00:00,5,4,2,0,8.0,9.0
2017-04-02 01:00:00,6,4,2,1,5.0,8.0
2017-04-02 02:00:00,3,4,2,2,6.0,5.0
2017-04-02 03:00:00,3,4,2,3,3.0,6.0
2017-04-02 04:00:00,5,4,2,4,3.0,3.0
2017-04-02 05:00:00,2,4,2,5,5.0,3.0
2017-04-02 06:00:00,3,4,2,6,2.0,5.0
2017-04-02 07:00:00,4,4,2,7,3.0,2.0
2017-04-02 08:00:00,2,4,2,8,4.0,3.0
2017-04-02 09:00:00,6,4,2,9,2.0,4.0
2017-04-02 10:00:00,5,4,2,10,6.0,2.0
2017-04-02 11:00:00,4,4,2,11,5.0,6.0
2017-04-02 12:00:00,6,4,2,12,4.0,5.0
2017-04-02 13:00:00,6,4,2,13,6.0,4.0
2017-04-02 14:00:00,5,4,2,14,6.0,6.0
2017-04-02 15:00:00,5,4,2,15,5.0,6.0
2017-04-02 16:00:00,6,4,2,16,5.0,5.0
2017-04-02 17:00:00,7,4,2,17,6.0,5.0
2017-04-02 18:00:00,9,4,2,18,7.0,6.0
2017-04-02 19:00:00,7,4,2,19,9.0,7.0
2017-04-02 20:00:00,8,4,2,20,7.0,9.0
2017-04-02 21:00:00,5,4,2,21,8.0,7.0
2017-04-02 22:00:00,6,4,2,22,5.0,8.0
2017-04-02 23:00:00,10,4,2,23,6.0,5.0
2017-04-03 00:00:00,7,4,3,0,10.0,6.0
2017-04-03 01:00:00,5,4,3,1,7.0,10.0
2017-04-03 02:00:00,6,4,3,2,5.0,7.0
2017-04-03 03:00:00,3,4,3,3,6.0,5.0
2017-04-03 04:00:00,1,4,3,4,3.0,6.0
2017-04-03 05:00:00,4,4,3,5,1.0,3.0
2017-04-03 06:00:00,1,4,3,6,4.0,1.0
2017-04-03 07:00:00,6,4,3,7,1.0,4.0
2017-04-03 08:00:00,2,4,3,8,6.0,1.0
2017-04-03 09:00:00,4,4,3,9,2.0,6.0
2017-04-03 10:00:00,6,4,3,10,4.0,2.0
2017-04-03 11:00:00,10,4,3,11,6.0,4.0
2017-04-03 12:00:00,10,4,3,12,10.0,6.0
2017-04-03 13:00:00,5,4,3,13,10.0,10.0
2017-04-03 14:00:00,9,4,3,14,5.0,10.0
2017-04-03 15:00:00,6,4,3,15,9.0,5.0
2017-04-03 16:00:00,8,4,3,16,6.0,9.0
2017-04-03 17:00:00,9,4,3,17,8.0,6.0
2017-04-03 18:00:00,8,4,3,18,9.0,8.0
2017-04-03 19:00:00,9,4,3,19,8.0,9.0
2017-04-03 20:00:00,10,4,3,20,9.0,8.0
2017-04-03 21:00:00,8,4,3,21,10.0,9.0
2017-04-03 22:00:00,6,4,3,22,8.0,10.0
2017-04-03 23:00:00,9,4,3,23,6.0,8.0
2017-04-04 00:00:00,8,4,4,0,9.0,6.0
2017-04-04 01:00:00,4,4,4,1,8.0,9.0
2017-04-04 02:00:00,6,4,4,2,4.0,8.0
2017-04-04 03:00:00,2,4,4,3,6.0,4.0
2017-04-04 04:00:00,1,4,4,4,2.0,6.0
2017-04-04 05:00:00,7,4,4,5,1.0,2.0
2017-04-04 06:00:00,3,4,4,6,7.0,1.0
2017-04-04 07:00:00,2,4,4,7,3.0,7.0
2017-04-04 08:00:00,4,4,4,8,2.0,3.0
2017-04-04 09:00:00,7,4,4,9,4.0,2.0
2017-04-04 10:00:00,8,4,4,10,7.0,4.0
2017-04-04 11:00:00,9,4,4,11,8.0,7.0
2017-04-04 12:00:00,8,4,4,12,9.0,8.0
2017-04-04 13:00:00,9,4,4,13,8.0,9.0
2017-04-04 14:00:00,8,4,4,14,9.0,8.0
2017-04-04 15:00:00,7,4,4,15,8.0,9.0
2017-04-04 16:00:00,10,4,4,16,7.0,8.0
2017-04-04 17:00:00,8,4,4,17,10.0,7.0
2017-04-04 18:00:00,7,4,4,18,8.0,10.0
2017-04-04 19:00:00,9,4,4,19,7.0,8.0
2017-04-04 20:00:00,11,4,4,20,9.0,7.0
2017-04-04 21:00:00,7,4,4,21,11.0,9.0
2017-04-04 22:00:00,7,4,4,22,7.0,11.0
2017-04-04 23:00:00,9,4,4,23,7.0,7.0
2017-04-05 00:00:00,7,4,5,0,9.0,7.0
2017-04-05 01:00:00,6,4,5,1,7.0,9.0
2017-04-05 02:00:00,6,4,5,2,6.0,7.0
2017-04-05 03:00:00,2,4,5,3,6.0,6.0
2017-04-05 04:00:00,4,4,5,4,2.0,6.0
2017-04-05 05:00:00,7,4,5,5,4.0,2.0
2017-04-05 06:00:00,3,4,5,6,7.0,4.0
2017-04-05 07:00:00,2,4,5,7,3.0,7.0
2017-04-05 08:00:00,7,4,5,8,2.0,3.0
2017-04-05 09:00:00,6,4,5,9,7.0,2.0
2017-04-05 10:00:00,5,4,5,10,6.0,7.0
2017-04-05 11:00:00,8,4,5,11,5.0,6.0
2017-04-05 12:00:00,7,4,5,12,8.0,5.0
2017-04-05 13:00:00,3,4,5,13,7.0,8.0
2017-04-05 14:00:00,8,4,5,14,3.0,7.0
2017-04-05 15:00:00,10,4,5,15,8.0,3.0
2017-04-05 16:00:00,4,4,5,16,10.0,8.0
2017-04-05 17:00:00,9,4,5,17,4.0,10.0
2017-04-05 18:00:00,8,4,5,18,9.0,4.0
2017-04-05 19:00:00,5,4,5,19,8.0,9.0
2017-04-05 20:00:00,7,4,5,20,5.0,8.0
2017-04-05 21:00:00,7,4,5,21,7.0,5.0
2017-04-05 22:00:00,9,4,5,22,7.0,7.0
2017-04-05 23:00:00,11,4,5,23,9.0,7.0
2017-04-06 00:00:00,5,4,6,0,11.0,9.0
2017-04-06 01:00:00,7,4,6,1,5.0,11.0
2017-04-06 02:00:00,6,4,6,2,7.0,5.0
2017-04-06 03:00:00,3,4,6,3,6.0,7.0
2017-04-06 04:00:00,1,4,6,4,3.0,6.0
2017-04-06 05:00:00,3,4,6,5,1.0,3.0
2017-04-06 06:00:00,6,4,6,6,3.0,1.0
2017-04-06 07:00:00,2,4,6,7,6.0,3.0
2017-04-06 08:00:00,4,4,6,8,2.0,6.0
2017-04-06 09:00:00,8,4,6,9,4.0,2.0
2017-04-06 10:00:00,10,4,6,10,8.0,4.0
2017-04-06 11:00:00,6,4,6,11,10.0,8.0
2017-04-06 12:00:00,10,4,6,12,6.0,10.0
2017-04-06 13:00:00,8,4,6,13,10.0,6.0
2017-04-06 14:00:00,9,4,6,14,8.0,10.0
2017-04-06 15:00:00,13,4,6,15,9.0,8.0
2017-04-06 16:00:00,5,4,6,16,13.0,9.0
2017-04-06 17:00:00,7,4,6,17,5.0,13.0
2017-04-06 18:00:00,10,4,6,18,7.0,5.0
2017-04-06 19:00:00,6,4,6,19,10.0,7.0
2017-04-06 20:00:00,8,4,6,20,6.0,10.0
2017-04-06 21:00:00,6,4,6,21,8.0,6.0
2017-04-06 22:00:00,8,4,6,22,6.0,8.0
2017-04-06 23:00:00,3,4,6,23,8.0,6.0
2017-04-07 00:00:00,4,4,7,0,3.0,8.0
2017-04-07 01:00:00,8,4,7,1,4.0,3.0
2017-04-07 02:00:00,4,4,7,2,8.0,4.0
2017-04-07 03:00:00,5,4,7,3,4.0,8.0
2017-04-07 04:00:00,4,4,7,4,5.0,4.0
2017-04-07 05:00:00,4,4,7,5,4.0,5.0
2017-04-07 06:00:00,4,4,7,6,4.0,4.0
2017-04-07 07:00:00,6,4,7,7,4.0,4.0
2017-04-07 08:00:00,3,4,7,8,6.0,4.0
2017-04-07 09:00:00,4,4,7,9,3.0,6.0
2017-04-07 10:00:00,9,4,7,10,4.0,3.0
2017-04-07 11:00:00,4,4,7,11,9.0,4.0
2017-04-07 12:00:00,5,4,7,12,4.0,9.0
2017-04-07 13:00:00,6,4,7,13,5.0,4.0
2017-04-07 14:00:00,7,4,7,14,6.0,5.0
2017-04-07 15:00:00,5,4,7,15,7.0,6.0
2017-04-07 16:00:00,8,4,7,16,5.0,7.0
2017-04-07 17:00:00,5,4,7,17,8.0,5.0
2017-04-07 18:00:00,4,4,7,18,5.0,8.0
2017-04-07 19:00:00,6,4,7,19,4.0,5.0
2017-04-07 20:00:00,4,4,7,20,6.0,4.0
2017-04-07 21:00:00,8,4,7,21,4.0,6.0
2017-04-07 22:00:00,8,4,7,22,8.0,4.0
2017-04-07 23:00:00,4,4,7,23,8.0,8.0
2017-04-08 00:00:00,7,4,8,0,4.0,8.0
2017-04-08 01:00:00,4,4,8,1,7.0,4.0
2017-04-08 02:00:00,3,4,8,2,4.0,7.0
2017-04-08 03:00:00,1,4,8,3,3.0,4.0
2017-04-08 04:00:00,2,4,8,4,1.0,3.0
2017-04-08 05:00:00,2,4,8,5,2.0,1.0
2017-04-08 06:00:00,2,4,8,6,2.0,2.0
2017-04-08 07:00:00,4,4,8,7,2.0,2.0
2017-04-08 08:00:00,2,4,8,8,4.0,2.0
2017-04-08 09:00:00,5,4,8,9,2.0,4.0
2017-04-08 10:00:00,4,4,8,10,5.0,2.0
2017-04-08 11:00:00,4,4,8,11,4.0,5.0
2017-04-08 12:00:00,8,4,8,12,4.0,4.0
2017-04-08 13:00:00,4,4,8,13,8.0,4.0
2017-04-08 14:00:00,6,4,8,14,4.0,8.0
2017-04-08 15:00:00,2,4,8,15,6.0,4.0
2017-04-08 16:00:00,5,4,8,16,2.0,6.0
2017-04-08 17:00:00,4,4,8,17,5.0,2.0
2017-04-08 18:00:00,6,4,8,18,4.0,5.0
2017-04-08 19:00:00,4,4,8,19,6.0,4.0
2017-04-08 20:00:00,6,4,8,20,4.0,6.0
2017-04-08 21:00:00,5,4,8,21,6.0,4.0
2017-04-08 22:00:00,7,4,8,22,5.0,6.0
2017-04-08 23:00:00,5,4,8,23,7.0,5.0
2017-04-09 00:00:00,7,4,9,0,5.0,7.0
2017-04-09 01:00:00,5,4,9,1,7.0,5.0
2017-04-09 02:00:00,5,4,9,2,5.0,7.0
2017-04-09 03:00:00,2,4,9,3,5.0,5.0
2017-04-09 04:00:00,4,4,9,4,2.0,5.0
2017-04-09 05:00:00,2,4,9,5,4.0,2.0
2017-04-09 06:00:00,4,4,9,6,2.0,4.0
2017-04-09 07:00:00,5,4,9,7,4.0,2.0
2017-04-09 08:00:00,4,4,9,8,5.0,4.0
2017-04-09 09:00:00,5,4,9,9,4.0,5.0
2017-04-09 10:00:00,5,4,9,10,5.0,4.0
2017-04-09 11:00:00,9,4,9,11,5.0,5.0
2017-04-09 12:00:00,5,4,9,12,9.0,5.0
2017-04-09 13:00:00,6,4,9,13,5.0,9.0
2017-04-09 14:00:00,6,4,9,14,6.0,5.0
2017-04-09 15:00:00,8,4,9,15,6.0,6.0
2017-04-09 16:00:00,3,4,9,16,8.0,6.0
2017-04-09 17:00:00,7,4,9,17,3.0,8.0
2017-04-09 18:00:00,4,4,9,18,7.0,3.0
2017-04-09 19:00:00,9,4,9,19,4.0,7.0
2017-04-09 20:00:00,6,4,9,20,9.0,4.0
2017-04-09 21:00:00,3,4,9,21,6.0,9.0
2017-04-09 22:00:00,5,4,9,22,3.0,6.0
2017-04-09 23:00:00,6,4,9,23,5.0,3.0
2017-04-10 00:00:00,5,4,10,0,6.0,5.0
2017-04-10 01:00:00,4,4,10,1,5.0,6.0
2017-04-10 02:00:00,3,4,10,2,4.0,5.0
2017-04-10 03:00:00,4,4,10,3,3.0,4.0
2017-04-10 04:00:00,6,4,10,4,4.0,3.0
2017-04-10 05:00:00,1,4,10,5,6.0,4.0
2017-04-10 06:00:00,1,4,10,6,1.0,6.0
2017-04-10 07:00:00,2,4,10,7,1.0,1.0
2017-04-10 08:00:00,4,4,10,8,2.0,1.0
2017-04-10 09:00:00,4,4,10,9,4.0,2.0
2017-04-10 10:00:00,4,4,10,10,4.0,4.0
2017-04-10 11:00:00,9,4,10,11,4.0,4.0
2017-04-10 12:00:00,9,4,10,12,9.0,4.0
2017-04-10 13:00:00,6,4,10,13,9.0,9.0
2017-04-10 14:00:00,12,4,10,14,6.0,9.0
2017-04-10 15:00:00,9,4,10,15,12.0,6.0
2017-04-10 16:00:00,9,4,10,16,9.0,12.0
2017-04-10 17:00:00,8,4,10,17,9.0,9.0
2017-04-10 18:00:00,6,4,10,18,8.0,9.0
2017-04-10 19:00:00,9,4,10,19,6.0,8.0
2017-04-10 20:00:00,5,4,10,20,9.0,6.0
2017-04-10 21:00:00,7,4,10,21,5.0,9.0
2017-04-10 22:00:00,6,4,10,22,7.0,5.0
2017-04-10 23:00:00,5,4,10,23,6.0,7.0
2017-04-11 00:00:00,6,4,11,0,5.0,6.0
2017-04-11 01:00:00,6,4,11,1,6.0,5.0
2017-04-11 02:00:00,5,4,11,2,6.0,6.0
2017-04-11 03:00:00,7,4,11,3,5.0,6.0
2017-04-11 04:00:00,5,4,11,4,7.0,5.0
2017-04-11 05:00:00,2,4,11,5,5.0,7.0
2017-04-11 06:00:00,5,4,11,6,2.0,5.0
2017-04-11 07:00:00,5,4,11,7,5.0,2.0
2017-04-11 08:00:00,7,4,11,8,5.0,5.0
2017-04-11 09:00:00,3,4,11,9,7.0,5.0
2017-04-11 10:00:00,8,4,11,10,3.0,7.0
2017-04-11 11:00:00,5,4,11,11,8.0,3.0
2017-04-11 12:00:00,9,4,11,12,5.0,8.0
2017-04-11 13:00:00,6,4,11,13,9.0,5.0
2017-04-11 14:00:00,10,4,11,14,6.0,9.0
2017-04-11 15:00:00,5,4,11,15,10.0,6.0
2017-04-11 16:00:00,8,4,11,16,5.0,10.0
2017-04-11 17:00:00,8,4,11,17,8.0,5.0
2017-04-11 18:00:00,8,4,11,18,8.0,8.0
2017-04-11 19:00:00,9,4,11,19,8.0,8.0
2017-04-11 20:00:00,8,4,11,20,9.0,8.0
2017-04-11 21:00:00,6,4,11,21,8.0,9.0
2017-04-11 22:00:00,8,4,11,22,6.0,8.0
2017-04-11 23:00:00,5,4,11,23,8.0,6.0
2017-04-12 00:00:00,4,4,12,0,5.0,8.0
2017-04-12 01:00:00,4,4,12,1,4.0,5.0
2017-04-12 02:00:00,5,4,12,2,4.0,4.0
2017-04-12 03:00:00,4,4,12,3,5.0,4.0
2017-04-12 04:00:00,4,4,12,4,4.0,5.0
2017-04-12 05:00:00,2,4,12,5,4.0,4.0
2017-04-12 06:00:00,2,4,12,6,2.0,4.0
2017-04-12 07:00:00,7,4,12,7,2.0,2.0
2017-04-12 08:00:00,5,4,12,8,7.0,2.0
2017-04-12 09:00:00,4,4,12,9,5.0,7.0
2017-04-12 10:00:00,3,4,12,10,4.0,5.0
2017-04-12 11:00:00,6,4,12,11,3.0,4.0
2017-04-12 12:00:00,9,4,12,12,6.0,3.0
2017-04-12 13:00:00,4,4,12,13,9.0,6.0
2017-04-12 14:00:00,4,4,12,14,4.0,9.0
2017-04-12 15:00:00,7,4,12,15,4.0,4.0
2017-04-12 16:00:00,4,4,12,16,7.0,4.0
2017-04-12 17:00:00,5,4,12,17,4.0,7.0
2017-04-12 18:00:00,4,4,12,18,5.0,4.0
2017-04-12 19:00:00,9,4,12,19,4.0,5.0
2017-04-12 20:00:00,6,4,12,20,9.0,4.0
2017-04-12 21:00:00,6,4,12,21,6.0,9.0
2017-04-12 22:00:00,6,4,12,22,6.0,6.0
2017-04-12 23:00:00,7,4,12,23,6.0,6.0
2017-04-13 00:00:00,4,4,13,0,7.0,6.0
2017-04-13 01:00:00,5,4,13,1,4.0,7.0
2017-04-13 02:00:00,3,4,13,2,5.0,4.0
2017-04-13 03:00:00,2,4,13,3,3.0,5.0
2017-04-13 04:00:00,1,4,13,4,2.0,3.0
2017-04-13 05:00:00,5,4,13,5,1.0,2.0
2017-04-13 06:00:00,4,4,13,6,5.0,1.0
2017-04-13 07:00:00,6,4,13,7,4.0,5.0
2017-04-13 08:00:00,4,4,13,8,6.0,4.0
2017-04-13 09:00:00,3,4,13,9,4.0,6.0
2017-04-13 10:00:00,5,4,13,10,3.0,4.0
2017-04-13 11:00:00,6,4,13,11,5.0,3.0
2017-04-13 12:00:00,7,4,13,12,6.0,5.0
2017-04-13 13:00:00,7,4,13,13,7.0,6.0
2017-04-13 14:00:00,8,4,13,14,7.0,7.0
2017-04-13 15:00:00,9,4,13,15,8.0,7.0
2017-04-13 16:00:00,4,4,13,16,9.0,8.0
2017-04-13 17:00:00,6,4,13,17,4.0,9.0
2017-04-13 18:00:00,7,4,13,18,6.0,4.0
2017-04-13 19:00:00,7,4,13,19,7.0,6.0
2017-04-13 20:00:00,7,4,13,20,7.0,7.0
2017-04-13 21:00:00,5,4,13,21,7.0,7.0
2017-04-13 22:00:00,7,4,13,22,5.0,7.0
2017-04-13 23:00:00,10,4,13,23,7.0,5.0
2017-04-14 00:00:00,7,4,14,0,10.0,7.0
2017-04-14 01:00:00,4,4,14,1,7.0,10.0
2017-04-14 02:00:00,4,4,14,2,4.0,7.0
2017-04-14 03:00:00,5,4,14,3,4.0,4.0
2017-04-14 04:00:00,2,4,14,4,5.0,4.0
2017-04-14 05:00:00,4,4,14,5,2.0,5.0
2017-04-14 06:00:00,2,4,14,6,4.0,2.0
2017-04-14 07:00:00,3,4,14,7,2.0,4.0
2017-04-14 08:00:00,5,4,14,8,3.0,2.0
2017-04-14 09:00:00,8,4,14,9,5.0,3.0
2017-04-14 10:00:00,9,4,14,10,8.0,5.0
2017-04-14 11:00:00,8,4,14,11,9.0,8.0
2017-04-14 12:00:00,10,4,14,12,8.0,9.0
2017-04-14 13:00:00,5,4,14,13,10.0,8.0
2017-04-14 14:00:00,7,4,14,14,5.0,10.0
2017-04-14 15:00:00,9,4,14,15,7.0,5.0
2017-04-14 16:00:00,6,4,14,16,9.0,7.0
2017-04-14 17:00:00,9,4,14,17,6.0,9.0
2017-04-14 18:00:00,5,4,14,18,9.0,6.0
2017-04-14 19:00:00,8,4,14,19,5.0,9.0
2017-04-14 20:00:00,8,4,14,20,8.0,5.0
2017-04-14 21:00:00,5,4,14,21,8.0,8.0
2017-04-14 22:00:00,3,4,14,22,5.0,8.0
2017-04-14 23:00:00,7,4,14,23,3.0,5.0
2017-04-15 00:00:00,4,4,15,0,7.0,3.0
2017-04-15 01:00:00,3,4,15,1,4.0,7.0
2017-04-15 02:00:00,5,4,15,2,3.0,4.0
2017-04-15 03:00:00,4,4,15,3,5.0,3.0
2017-04-15 04:00:00,1,4,15,4,4.0,5.0
2017-04-15 05:00:00,1,4,15,5,1.0,4.0
2017-04-15 06:00:00,1,4,15,6,1.0,1.0
2017-04-15 07:00:00,3,4,15,7,1.0,1.0
2017-04-15 08:00:00,5,4,15,8,3.0,1.0
2017-04-15 09:00:00,3,4,15,9,5.0,3.0
2017-04-15 10:00:00,4,4,15,10,3.0,5.0
2017-04-15 11:00:00,6,4,15,11,4.0,3.0
2017-04-15 12:00:00,10,4,15,12,6.0,4.0
2017-04-15 13:00:00,5,4,15,13,10.0,6.0
2017-04-15 14:00:00,3,4,15,14,5.0,10.0
2017-04-15 15:00:00,7,4,15,15,3.0,5.0
2017-04-15 16:00:00,5,4,15,16,7.0,3.0
2017-04-15 17:00:00,6,4,15,17,5.0,7.0
2017-04-15 18:00:00,2,4,15,18,6.0,5.0
2017-04-15 19:00:00,6,4,15,19,2.0,6.0
2017-04-15 20:00:00,6,4,15,20,6.0,2.0
2017-04-15 21:00:00,7,4,15,21,6.0,6.0
2017-04-15 22:00:00,7,4,15,22,7.0,6.0
2017-04-15 23:00:00,6,4,15,23,7.0,7.0
2017-04-16 00:00:00,4,4,16,0,6.0,7.0
2017-04-16 01:00:00,2,4,16,1,4.0,6.0
2017-04-16 02:00:00,2,4,16,2,2.0,4.0
2017-04-16 03:00:00,2,4,16,3,2.0,2.0
2017-04-16 04:00:00,4,4,16,4,2.0,2.0
2017-04-16 05:00:00,1,4,16,5,4.0,2.0
2017-04-16 06:00:00,4,4,16,6,1.0,4.0
2017-04-16 07:00:00,4,4,16,7,4.0,1.0
2017-04-16 08:00:00,2,4,16,8,4.0,4.0
2017-04-16 09:00:00,4,4,16,9,2.0,4.0
2017-04-16 10:00:00,3,4,16,10,4.0,2.0
2017-04-16 11:00:00,5,4,16,11,3.0,4.0
2017-04-16 12:00:00,8,4,16,12,5.0,3.0
2017-04-16 13:00:00,6,4,16,13,8.0,5.0
2017-04-16 14:00:00,6,4,16,14,6.0,8.0
2017-04-16 15:00:00,4,4,16,15,6.0,6.0
2017-04-16 16:00:00,7,4,16,16,4.0,6.0
2017-04-16 17:00:00,5,4,16,17,7.0,4.0
2017-04-16 18:00:00,3,4,16,18,5.0,7.0
2017-04-16 19:00:00,8,4,16,19,3.0,5.0
2017-04-16 20:00:00,3,4,16,20,8.0,3.0
2017-04-16 21:00:00,6,4,16,21,3.0,8.0
2017-04-16 22:00:00,9,4,16,22,6.0,3.0
2017-04-16 23:00:00,7,4,16,23,9.0,6.0
2017-04-17 00:00:00,9,4,17,0,7.0,9.0
2017-04-17 01:00:00,6,4,17,1,9.0,7.0
2017-04-17 02:00:00,7,4,17,2,6.0,9.0
2017-04-17 03:00:00,4,4,17,3,7.0,6.0
2017-04-17 04:00:00,5,4,17,4,4.0,7.0
2017-04-17 05:00:00,6,4,17,5,5.0,4.0
2017-04-17 06:00:00,4,4,17,6,6.0,5.0
2017-04-17 07:00:00,5,4,17,7,4.0,6.0
2017-04-17 08:00:00,6,4,17,8,5.0,4.0
2017-04-17 09:00:00,7,4,17,9,6.0,5.0
2017-04-17 10:00:00,6,4,17,10,7.0,6.0
2017-04-17 11:00:00,7,4,17,11,6.0,7.0
2017-04-17 12:00:00,9,4,17,12,7.0,6.0
2017-04-17 13:00:00,8,4,17,13,9.0,7.0
