,Vehicles,Month,Day,Hour,Vehicles_lag_1,Vehicles_lag_2
2016-03-25 09:00:00,5,3,25,9,8.0,8.0
2016-03-25 10:00:00,9,3,25,10,5.0,8.0
2016-03-25 11:00:00,12,3,25,11,9.0,5.0
2016-03-25 12:00:00,12,3,25,12,12.0,9.0
2016-03-25 13:00:00,9,3,25,13,12.0,12.0
2016-03-25 14:00:00,6,3,25,14,9.0,12.0
2016-03-25 15:00:00,8,3,25,15,6.0,9.0
2016-03-25 16:00:00,10,3,25,16,8.0,6.0
2016-03-25 17:00:00,11,3,25,17,10.0,8.0
2016-03-25 18:00:00,8,3,25,18,11.0,10.0
2016-03-25 19:00:00,10,3,25,19,8.0,11.0
2016-03-25 20:00:00,4,3,25,20,10.0,8.0
2016-03-25 21:00:00,10,3,25,21,4.0,10.0
2016-03-25 22:00:00,10,3,25,22,10.0,4.0
2016-03-25 23:00:00,6,3,25,23,10.0,10.0
2016-03-26 00:00:00,9,3,26,0,6.0,10.0
2016-03-26 01:00:00,6,3,26,1,9.0,6.0
2016-03-26 02:00:00,8,3,26,2,6.0,9.0
2016-03-26 03:00:00,6,3,26,3,8.0,6.0
2016-03-26 04:00:00,6,3,26,4,6.0,8.0
2016-03-26 05:00:00,6,3,26,5,6.0,6.0
2016-03-26 06:00:00,5,3,26,6,6.0,6.0
2016-03-26 07:00:00,3,3,26,7,5.0,6.0
2016-03-26 08:00:00,7,3,26,8,3.0,5.0
2016-03-26 09:00:00,4,3,26,9,7.0,3.0
2016-03-26 10:00:00,8,3,26,10,4.0,7.0
2016-03-26 11:00:00,6,3,26,11,8.0,4.0
2016-03-26 12:00:00,8,3,26,12,6.0,8.0
2016-03-26 13:00:00,7,3,26,13,8.0,6.0
2016-03-26 14:00:00,6,3,26,14,7.0,8.0
2016-03-26 15:00:00,9,3,26,15,6.0,7.0
2016-03-26 16:00:00,8,3,26,16,9.0,6.0
2016-03-26 17:00:00,5,3,26,17,8.0,9.0
2016-03-26 18:00:00,5,3,26,18,5.0,8.0
2016-03-26 19:00:00,9,3,26,19,5.0,5.0
2016-03-26 20:00:00,4,3,26,20,9.0,5.0
2016-03-26 21:00:00,7,3,26,21,4.0,9.0
2016-03-26 22:00:00,8,3,26,22,7.0,4.0
2016-03-26 23:00:00,8,3,26,23,8.0,7.0
2016-03-27 00:00:00,6,3,27,0,8.0,8.0
2016-03-27 01:00:00,4,3,27,1,6.0,8.0
2016-03-27 02:00:00,5,3,27,2,4.0,6.0
2016-03-27 03:00:00,4,3,27,3,5.0,4.0
2016-03-27 04:00:00,5,3,27,4,4.0,5.0
2016-03-27 05:00:00,6,3,27,5,5.0,4.0
2016-03-27 06:00:00,2,3,27,6,6.0,5.0
2016-03-27 07:00:00,4,3,27,7,2.0,6.0
2016-03-27 08:00:00,3,3,27,8,4.0,2.0
2016-03-27 09:00:00,3,3,27,9,3.0,4.0
2016-03-27 10:00:00,4,3,27,10,3.0,3.0
2016-03-27 11:00:00,9,3,27,11,4.0,3.0
2016-03-27 12:00:00,5,3,27,12,9.0,4.0
2016-03-27 13:00:00,7,3,27,13,5.0,9.0
2016-03-27 14:00:00,7,3,27,14,7.0,5.0
2016-03-27 15:00:00,7,3,27,15,7.0,7.0
2016-03-27 16:00:00,5,3,27,16,7.0,7.0
2016-03-27 17:00:00,4,3,27,17,5.0,7.0
2016-03-27 18:00:00,11,3,27,18,4.0,5.0
2016-03-27 19:00:00,8,3,27,19,11.0,4.0
2016-03-27 20:00:00,5,3,27,20,8.0,11.0
2016-03-27 21:00:00,7,3,27,21,5.0,8.0
2016-03-27 22:00:00,7,3,27,22,7.0,5.0
2016-03-27 23:00:00,9,3,27,23,7.0,7.0
2016-03-28 00:00:00,6,3,28,0,9.0,7.0
2016-03-28 01:00:00,7,3,28,1,6.0,9.0
2016-03-28 02:00:00,4,3,28,2,7.0,6.0
2016-03-28 03:00:00,3,3,28,3,4.0,7.0
2016-03-28 04:00:00,4,3,28,4,3.0,4.0
2016-03-28 05:00:00,3,3,28,5,4.0,3.0
2016-03-28 06:00:00,7,3,28,6,3.0,4.0
2016-03-28 07:00:00,6,3,28,7,7.0,3.0
2016-03-28 08:00:00,2,3,28,8,6.0,7.0
2016-03-28 09:00:00,6,3,28,9,2.0,6.0
2016-03-28 10:00:00,10,3,28,10,6.0,2.0
2016-03-28 11:00:00,13,3,28,11,10.0,6.0
2016-03-28 12:00:00,12,3,28,12,13.0,10.0
2016-03-28 13:00:00,8,3,28,13,12.0,13.0
2016-03-28 14:00:00,7,3,28,14,8.0,12.0
2016-03-28 15:00:00,12,3,28,15,7.0,8.0
2016-03-28 16:00:00,13,3,28,16,12.0,7.0
2016-03-28 17:00:00,9,3,28,17,13.0,12.0
2016-03-28 18:00:00,13,3,28,18,9.0,13.0
2016-03-28 19:00:00,8,3,28,19,13.0,9.0
2016-03-28 20:00:00,7,3,28,20,8.0,13.0
2016-03-28 21:00:00,8,3,28,21,7.0,8.0
2016-03-28 22:00:00,8,3,28,22,8.0,7.0
2016-03-28 23:00:00,8,3,28,23,8.0,8.0
2016-03-29 00:00:00,7,3,29,0,8.0,8.0
2016-03-29 01:00:00,7,3,29,1,7.0,8.0
2016-03-29 02:00:00,6,3,29,2,7.0,7.0
2016-03-29 03:00:00,5,3,29,3,6.0,7.0
2016-03-29 04:00:00,4,3,29,4,5.0,6.0
2016-03-29 05:00:00,6,3,29,5,4.0,5.0
2016-03-29 06:00:00,5,3,29,6,6.0,4.0
2016-03-29 07:00:00,5,3,29,7,5.0,6.0
2016-03-29 08:00:00,4,3,29,8,5.0,5.0
2016-03-29 09:00:00,6,3,29,9,4.0,5.0
2016-03-29 10:00:00,8,3,29,10,6.0,4.0
2016-03-29 11:00:00,12,3,29,11,8.0,6.0
2016-03-29 12:00:00,12,3,29,12,12.0,8.0
2016-03-29 13:00:00,14,3,29,13,12.0,12.0
2016-03-29 14:00:00,9,3,29,14,14.0,12.0
2016-03-29 15:00:00,17,3,29,15,9.0,14.0
2016-03-29 16:00:00,13,3,29,16,17.0,9.0
2016-03-29 17:00:00,12,3,29,17,13.0,17.0
2016-03-29 18:00:00,13,3,29,18,12.0,13.0
2016-03-29 19:00:00,7,3,29,19,13.0,12.0
2016-03-29 20:00:00,8,3,29,20,7.0,13.0
2016-03-29 21:00:00,7,3,29,21,8.0,7.0
2016-03-29 22:00:00,11,3,29,22,7.0,8.0
2016-03-29 23:00:00,7,3,29,23,11.0,7.0
2016-03-30 00:00:00,8,3,30,0,7.0,11.0
2016-03-30 01:00:00,5,3,30,1,8.0,7.0
2016-03-30 02:00:00,4,3,30,2,5.0,8.0
2016-03-30 03:00:00,5,3,30,3,4.0,5.0
2016-03-30 04:00:00,6,3,30,4,5.0,4.0
2016-03-30 05:00:00,4,3,30,5,6.0,5.0
2016-03-30 06:00:00,7,3,30,6,4.0,6.0
2016-03-30 07:00:00,7,3,30,7,7.0,4.0
2016-03-30 08:00:00,5,3,30,8,7.0,7.0
2016-03-30 09:00:00,7,3,30,9,5.0,7.0
2016-03-30 10:00:00,11,3,30,10,7.0,5.0
2016-03-30 11:00:00,9,3,30,11,11.0,7.0
2016-03-30 12:00:00,13,3,30,12,9.0,11.0
2016-03-30 13:00:00,7,3,30,13,13.0,9.0
2016-03-30 14:00:00,10,3,30,14,7.0,13.0
2016-03-30 15:00:00,10,3,30,15,10.0,7.0
2016-03-30 16:00:00,12,3,30,16,10.0,10.0
2016-03-30 17:00:00,14,3,30,17,12.0,10.0
2016-03-30 18:00:00,11,3,30,18,14.0,12.0
2016-03-30 19:00:00,9,3,30,19,11.0,14.0
2016-03-30 20:00:00,11,3,30,20,9.0,11.0
2016-03-30 21:00:00,8,3,30,21,11.0,9.0
2016-03-30 22:00:00,9,3,30,22,8.0,11.0
2016-03-30 23:00:00,7,3,30,23,9.0,8.0
2016-03-31 00:00:00,6,3,31,0,7.0,9.0
2016-03-31 01:00:00,7,3,31,1,6.0,7.0
2016-03-31 02:00:00,8,3,31,2,7.0,6.0
2016-03-31 03:00:00,3,3,31,3,8.0,7.0
2016-03-31 04:00:00,2,3,31,4,3.0,8.0
2016-03-31 05:00:00,4,3,31,5,2.0,3.0
2016-03-31 06:00:00,6,3,31,6,4.0,2.0
2016-03-31 07:00:00,6,3,31,7,6.0,4.0
2016-03-31 08:00:00,5,3,31,8,6.0,6.0
2016-03-31 09:00:00,4,3,31,9,5.0,6.0
2016-03-31 10:00:00,10,3,31,10,4.0,5.0
2016-03-31 11:00:00,8,3,31,11,10.0,4.0
2016-03-31 12:00:00,12,3,31,12,8.0,10.0
2016-03-31 13:00:00,9,3,31,13,12.0,8.0
2016-03-31 14:00:00,10,3,31,14,9.0,12.0
2016-03-31 15:00:00,12,3,31,15,10.0,9.0
2016-03-31 16:00:00,12,3,31,16,12.0,10.0
2016-03-31 17:00:00,9,3,31,17,12.0,12.0
2016-03-31 18:00:00,7,3,31,18,9.0,12.0
2016-03-31 19:00:00,9,3,31,19,7.0,9.0
2016-03-31 20:00:00,6,3,31,20,9.0,7.0
2016-03-31 21:00:00,4,3,31,21,6.0,9.0
2016-03-31 22:00:00,4,3,31,22,4.0,6.0
2016-03-31 23:00:00,6,3,31,23,4.0,4.0
2016-04-01 00:00:00,7,4,1,0,6.0,4.0
2016-04-01 01:00:00,6,4,1,1,7.0,6.0
2016-04-01 02:00:00,2,4,1,2,6.0,7.0
2016-04-01 03:00:00,5,4,1,3,2.0,6.0
2016-04-01 04:00:00,4,4,1,4,5.0,2.0
2016-04-01 05:00:00,5,4,1,5,4.0,5.0
2016-04-01 06:00:00,3,4,1,6,5.0,4.0
2016-04-01 07:00:00,3,4,1,7,3.0,5.0
2016-04-01 08:00:00,4,4,1,8,3.0,3.0
2016-04-01 09:00:00,6,4,1,9,4.0,3.0
2016-04-01 10:00:00,6,4,1,10,6.0,4.0
2016-04-01 11:00:00,9,4,1,11,6.0,6.0
2016-04-01 12:00:00,16,4,1,12,9.0,6.0
2016-04-01 13:00:00,11,4,1,13,16.0,9.0
2016-04-01 14:00:00,10,4,1,14,11.0,16.0
2016-04-01 15:00:00,10,4,1,15,10.0,11.0
2016-04-01 16:00:00,11,4,1,16,10.0,10.0
2016-04-01 17:00:00,8,4,1,17,11.0,10.0
2016-04-01 18:00:00,14,4,1,18,8.0,11.0
2016-04-01 19:00:00,10,4,1,19,14.0,8.0
2016-04-01 20:00:00,8,4,1,20,10.0,14.0
2016-04-01 21:00:00,16,4,1,21,8.0,10.0
2016-04-01 22:00:00,10,4,1,22,16.0,8.0
2016-04-01 23:00:00,12,4,1,23,10.0,16.0
2016-04-02 00:00:00,10,4,2,0,12.0,10.0
2016-04-02 01:00:00,8,4,2,1,10.0,12.0
2016-04-02 02:00:00,7,4,2,2,8.0,10.0
2016-04-02 03:00:00,5,4,2,3,7.0,8.0
2016-04-02 04:00:00,2,4,2,4,5.0,7.0
2016-04-02 05:00:00,2,4,2,5,2.0,5.0
2016-04-02 06:00:00,6,4,2,6,2.0,2.0
2016-04-02 07:00:00,3,4,2,7,6.0,2.0
2016-04-02 08:00:00,6,4,2,8,3.0,6.0
2016-04-02 09:00:00,8,4,2,9,6.0,3.0
2016-04-02 10:00:00,8,4,2,10,8.0,6.0
2016-04-02 11:00:00,10,4,2,11,8.0,8.0
2016-04-02 12:00:00,5,4,2,12,10.0,8.0
2016-04-02 13:00:00,9,4,2,13,5.0,10.0
2016-04-02 14:00:00,9,4,2,14,9.0,5.0
2016-04-02 15:00:00,8,4,2,15,9.0,9.0
2016-04-02 16:00:00,12,4,2,16,8.0,9.0
2016-04-02 17:00:00,9,4,2,17,12.0,8.0
2016-04-02 18:00:00,11,4,2,18,9.0,12.0
2016-04-02 19:00:00,9,4,2,19,11.0,9.0
2016-04-02 20:00:00,9,4,2,20,9.0,11.0
2016-04-02 21:00:00,9,4,2,21,9.0,9.0
2016-04-02 22:00:00,7,4,2,22,9.0,9.0
2016-04-02 23:00:00,10,4,2,23,7.0,9.0
2016-04-03 00:00:00,10,4,3,0,10.0,7.0
2016-04-03 01:00:00,7,4,3,1,10.0,10.0
2016-04-03 02:00:00,7,4,3,2,7.0,10.0
2016-04-03 03:00:00,4,4,3,3,7.0,7.0
2016-04-03 04:00:00,3,4,3,4,4.0,7.0
2016-04-03 05:00:00,3,4,3,5,3.0,4.0
2016-04-03 06:00:00,5,4,3,6,3.0,3.0
2016-04-03 07:00:00,3,4,3,7,5.0,3.0
2016-04-03 08:00:00,8,4,3,8,3.0,5.0
2016-04-03 09:00:00,6,4,3,9,8.0,3.0
2016-04-03 10:00:00,5,4,3,10,6.0,8.0
2016-04-03 11:00:00,5,4,3,11,5.0,6.0
2016-04-03 12:00:00,8,4,3,12,5.0,5.0
2016-04-03 13:00:00,6,4,3,13,8.0,5.0
2016-04-03 14:00:00,4,4,3,14,6.0,8.0
2016-04-03 15:00:00,8,4,3,15,4.0,6.0
2016-04-03 16:00:00,5,4,3,16,8.0,4.0
2016-04-03 17:00:00,7,4,3,17,5.0,8.0
2016-04-03 18:00:00,7,4,3,18,7.0,5.0
2016-04-03 19:00:00,6,4,3,19,7.0,7.0
2016-04-03 20:00:00,9,4,3,20,6.0,7.0
2016-04-03 21:00:00,6,4,3,21,9.0,6.0
2016-04-03 22:00:00,6,4,3,22,6.0,9.0
2016-04-03 23:00:00,10,4,3,23,6.0,6.0
2016-04-04 00:00:00,4,4,4,0,10.0,6.0
2016-04-04 01:00:00,4,4,4,1,4.0,10.0
2016-04-04 02:00:00,7,4,4,2,4.0,4.0
2016-04-04 03:00:00,2,4,4,3,7.0,4.0
2016-04-04 04:00:00,3,4,4,4,2.0,7.0
2016-04-04 05:00:00,6,4,4,5,3.0,2.0
2016-04-04 06:00:00,3,4,4,6,6.0,3.0
2016-04-04 07:00:00,4,4,4,7,3.0,6.0
2016-04-04 08:00:00,8,4,4,8,4.0,3.0
2016-04-04 09:00:00,5,4,4,9,8.0,4.0
2016-04-04 10:00:00,8,4,4,10,5.0,8.0
2016-04-04 11:00:00,13,4,4,11,8.0,5.0
2016-04-04 12:00:00,13,4,4,12,13.0,8.0
2016-04-04 13:00:00,13,4,4,13,13.0,13.0
2016-04-04 14:00:00,10,4,4,14,13.0,13.0
2016-04-04 15:00:00,21,4,4,15,10.0,13.0
2016-04-04 16:00:00,20,4,4,16,21.0,10.0
2016-04-04 17:00:00,17,4,4,17,20.0,21.0
2016-04-04 18:00:00,17,4,4,18,17.0,20.0
2016-04-04 19:00:00,18,4,4,19,17.0,17.0
2016-04-04 20:00:00,13,4,4,20,18.0,17.0
2016-04-04 21:00:00,15,4,4,21,13.0,18.0
2016-04-04 22:00:00,15,4,4,22,15.0,13.0
2016-04-04 23:00:00,14,4,4,23,15.0,15.0
2016-04-05 00:00:00,14,4,5,0,14.0,15.0
2016-04-05 01:00:00,6,4,5,1,14.0,14.0
2016-04-05 02:00:00,6,4,5,2,6.0,14.0
2016-04-05 03:00:00,5,4,5,3,6.0,6.0
2016-04-05 04:00:00,5,4,5,4,5.0,6.0
2016-04-05 05:00:00,7,4,5,5,5.0,5.0
2016-04-05 06:00:00,6,4,5,6,7.0,5.0
2016-04-05 07:00:00,6,4,5,7,6.0,7.0
2016-04-05 08:00:00,9,4,5,8,6.0,6.0
2016-04-05 09:00:00,11,4,5,9,9.0,6.0
2016-04-05 10:00:00,8,4,5,10,11.0,9.0
2016-04-05 11:00:00,13,4,5,11,8.0,11.0
2016-04-05 12:00:00,15,4,5,12,13.0,8.0
2016-04-05 13:00:00,11,4,5,13,15.0,13.0
2016-04-05 14:00:00,11,4,5,14,11.0,15.0
2016-04-05 15:00:00,12,4,5,15,11.0,11.0
2016-04-05 16:00:00,14,4,5,16,12.0,11.0
2016-04-05 17:00:00,23,4,5,17,14.0,12.0
2016-04-05 18:00:00,26,4,5,18,23.0,14.0
2016-04-05 19:00:00,19,4,5,19,26.0,23.0
2016-04-05 20:00:00,14,4,5,20,19.0,26.0
2016-04-05 21:00:00,14,4,5,21,14.0,19.0
2016-04-05 22:00:00,14,4,5,22,14.0,14.0
2016-04-05 23:00:00,11,4,5,23,14.0,14.0
2016-04-06 00:00:00,10,4,6,0,11.0,14.0
2016-04-06 01:00:00,8,4,6,1,10.0,11.0
2016-04-06 02:00:00,8,4,6,2,8.0,10.0
2016-04-06 03:00:00,5,4,6,3,8.0,8.0
2016-04-06 04:00:00,5,4,6,4,5.0,8.0
2016-04-06 05:00:00,3,4,6,5,5.0,5.0
2016-04-06 06:00:00,6,4,6,6,3.0,5.0
2016-04-06 07:00:00,8,4,6,7,6.0,3.0
2016-04-06 08:00:00,4,4,6,8,8.0,6.0
2016-04-06 09:00:00,9,4,6,9,4.0,8.0
2016-04-06 10:00:00,12,4,6,10,9.0,4.0
2016-04-06 11:00:00,14,4,6,11,12.0,9.0
2016-04-06 12:00:00,11,4,6,12,14.0,12.0
2016-04-06 13:00:00,17,4,6,13,11.0,14.0
2016-04-06 14:00:00,17,4,6,14,17.0,11.0
2016-04-06 15:00:00,20,4,6,15,17.0,17.0
2016-04-06 16:00:00,20,4,6,16,20.0,17.0
2016-04-06 17:00:00,18,4,6,17,20.0,20.0
2016-04-06 18:00:00,17,4,6,18,18.0,20.0
2016-04-06 19:00:00,17,4,6,19,17.0,18.0
2016-04-06 20:00:00,15,4,6,20,17.0,17.0
2016-04-06 21:00:00,18,4,6,21,15.0,17.0
2016-04-06 22:00:00,14,4,6,22,18.0,15.0
2016-04-06 23:00:00,12,4,6,23,14.0,18.0
2016-04-07 00:00:00,10,4,7,0,12.0,14.0
2016-04-07 01:00:00,5,4,7,1,10.0,12.0
2016-04-07 02:00:00,9,4,7,2,5.0,10.0
2016-04-07 03:00:00,5,4,7,3,9.0,5.0
2016-04-07 04:00:00,6,4,7,4,5.0,9.0
2016-04-07 05:00:00,4,4,7,5,6.0,5.0
2016-04-07 06:00:00,3,4,7,6,4.0,6.0
2016-04-07 07:00:00,6,4,7,7,3.0,4.0
2016-04-07 08:00:00,8,4,7,8,6.0,3.0
2016-04-07 09:00:00,7,4,7,9,8.0,6.0
2016-04-07 10:00:00,13,4,7,10,7.0,8.0
2016-04-07 11:00:00,15,4,7,11,13.0,7.0
2016-04-07 12:00:00,13,4,7,12,15.0,13.0
2016-04-07 13:00:00,15,4,7,13,13.0,15.0
2016-04-07 14:00:00,15,4,7,14,15.0,13.0
2016-04-07 15:00:00,16,4,7,15,15.0,15.0
2016-04-07 16:00:00,36,4,7,16,16.0,15.0
2016-04-07 17:00:00,38,4,7,17,36.0,16.0
2016-04-07 18:00:00,39,4,7,18,38.0,36.0
2016-04-07 19:00:00,32,4,7,19,39.0,38.0
2016-04-07 20:00:00,24,4,7,20,32.0,39.0
2016-04-07 21:00:00,22,4,7,21,24.0,32.0
2016-04-07 22:00:00,23,4,7,22,22.0,24.0
2016-04-07 23:00:00,19,4,7,23,23.0,22.0
2016-04-08 00:00:00,10,4,8,0,19.0,23.0
2016-04-08 01:00:00,8,4,8,1,10.0,19.0
2016-04-08 02:00:00,7,4,8,2,8.0,10.0
2016-04-08 03:00:00,6,4,8,3,7.0,8.0
2016-04-08 04:00:00,3,4,8,4,6.0,7.0
2016-04-08 05:00:00,2,4,8,5,3.0,6.0
2016-04-08 06:00:00,7,4,8,6,2.0,3.0
2016-04-08 07:00:00,11,4,8,7,7.0,2.0
2016-04-08 08:00:00,6,4,8,8,11.0,7.0
2016-04-08 09:00:00,13,4,8,9,6.0,11.0
2016-04-08 10:00:00,15,4,8,10,13.0,6.0
2016-04-08 11:00:00,18,4,8,11,15.0,13.0
2016-04-08 12:00:00,19,4,8,12,18.0,15.0
2016-04-08 13:00:00,15,4,8,13,19.0,18.0
2016-04-08 14:00:00,24,4,8,14,15.0,19.0
2016-04-08 15:00:00,13,4,8,15,24.0,15.0
2016-04-08 16:00:00,12,4,8,16,13.0,24.0
2016-04-08 17:00:00,16,4,8,17,12.0,13.0
2016-04-08 18:00:00,16,4,8,18,16.0,12.0
2016-04-08 19:00:00,16,4,8,19,16.0,16.0
2016-04-08 20:00:00,14,4,8,20,16.0,16.0
2016-04-08 21:00:00,13,4,8,21,14.0,16.0
2016-04-08 22:00:00,14,4,8,22,13.0,14.0
2016-04-08 23:00:00,12,4,8,23,14.0,13.0
2016-04-09 00:00:00,13,4,9,0,12.0,14.0
2016-04-09 01:00:00,6,4,9,1,13.0,12.0
2016-04-09 02:00:00,6,4,9,2,6.0,13.0
2016-04-09 03:00:00,5,4,9,3,6.0,6.0
2016-04-09 04:00:00,3,4,9,4,5.0,6.0
2016-04-09 05:00:00,4,4,9,5,3.0,5.0
2016-04-09 06:00:00,5,4,9,6,4.0,3.0
2016-04-09 07:00:00,19,4,9,7,5.0,4.0
2016-04-09 08:00:00,11,4,9,8,19.0,5.0
2016-04-09 09:00:00,19,4,9,9,11.0,19.0
2016-04-09 10:00:00,32,4,9,10,19.0,11.0
2016-04-09 11:00:00,46,4,9,11,32.0,19.0
2016-04-09 12:00:00,36,4,9,12,46.0,32.0
2016-04-09 13:00:00,34,4,9,13,36.0,46.0
2016-04-09 14:00:00,65,4,9,14,34.0,36.0
2016-04-09 15:00:00,28,4,9,15,65.0,34.0
2016-04-09 16:00:00,24,4,9,16,28.0,65.0
2016-04-09 17:00:00,19,4,9,17,24.0,28.0
2016-04-09 18:00:00,19,4,9,18,19.0,24.0
2016-04-09 19:00:00,20,4,9,19,19.0,19.0
2016-04-09 20:00:00,15,4,9,20,20.0,19.0
2016-04-09 21:00:00,17,4,9,21,15.0,20.0
2016-04-09 22:00:00,17,4,9,22,17.0,15.0
2016-04-09 23:00:00,21,4,9,23,17.0,17.0
2016-04-10 00:00:00,17,4,10,0,21.0,17.0
2016-04-10 01:00:00,9,4,10,1,17.0,21.0
2016-04-10 02:00:00,7,4,10,2,9.0,17.0
2016-04-10 03:00:00,8,4,10,3,7.0,9.0
2016-04-10 04:00:00,3,4,10,4,8.0,7.0
2016-04-10 05:00:00,6,4,10,5,3.0,8.0
2016-04-10 06:00:00,6,4,10,6,6.0,3.0
2016-04-10 07:00:00,9,4,10,7,6.0,6.0
2016-04-10 08:00:00,5,4,10,8,9.0,6.0
2016-04-10 09:00:00,9,4,10,9,5.0,9.0
2016-04-10 10:00:00,16,4,10,10,9.0,5.0
2016-04-10 11:00:00,9,4,10,11,16.0,9.0
2016-04-10 12:00:00,13,4,10,12,9.0,16.0
2016-04-10 13:00:00,14,4,10,13,13.0,9.0
2016-04-10 14:00:00,21,4,10,14,14.0,13.0
2016-04-10 15:00:00,13,4,10,15,21.0,14.0
2016-04-10 16:00:00,17,4,10,16,13.0,21.0
2016-04-10 17:00:00,14,4,10,17,17.0,13.0
2016-04-10 18:00:00,14,4,10,18,14.0,17.0
2016-04-10 19:00:00,12,4,10,19,14.0,14.0
2016-04-10 20:00:00,14,4,10,20,12.0,14.0
2016-04-10 21:00:00,13,4,10,21,14.0,12.0
2016-04-10 22:00:00,13,4,10,22,13.0,14.0
2016-04-10 23:00:00,19,4,10,23,13.0,13.0
2016-04-11 00:00:00,6,4,11,0,19.0,13.0
2016-04-11 01:00:00,8,4,11,1,6.0,19.0
2016-04-11 02:00:00,4,4,11,2,8.0,6.0
2016-04-11 03:00:00,8,4,11,3,4.0,8.0
2016-04-11 04:00:00,5,4,11,4,8.0,4.0
2016-04-11 05:00:00,7,4,11,5,5.0,8.0
2016-04-11 06:00:00,4,4,11,6,7.0,5.0
2016-04-11 07:00:00,8,4,11,7,4.0,7.0
2016-04-11 08:00:00,8,4,11,8,8.0,4.0
2016-04-11 09:00:00,14,4,11,9,8.0,8.0
2016-04-11 10:00:00,29,4,11,10,14.0,8.0
2016-04-11 11:00:00,20,4,11,11,29.0,14.0
2016-04-11 12:00:00,18,4,11,12,20.0,29.0
2016-04-11 13:00:00,17,4,11,13,18.0,20.0
2016-04-11 14:00:00,21,4,11,14,17.0,18.0
2016-04-11 15:00:00,19,4,11,15,21.0,17.0
2016-04-11 16:00:00,15,4,11,16,19.0,21.0
2016-04-11 17:00:00,16,4,11,17,15.0,19.0
2016-04-11 18:00:00,15,4,11,18,16.0,15.0
2016-04-11 19:00:00,14,4,11,19,15.0,16.0
2016-04-11 20:00:00,19,4,11,20,14.0,15.0
2016-04-11 21:00:00,26,4,11,21,19.0,14.0
2016-04-11 22:00:00,21,4,11,22,26.0,19.0
2016-04-11 23:00:00,17,4,11,23,21.0,26.0
2016-04-12 00:00:00,13,4,12,0,17.0,21.0
2016-04-12 01:00:00,10,4,12,1,13.0,17.0
2016-04-12 02:00:00,6,4,12,2,10.0,13.0
2016-04-12 03:00:00,7,4,12,3,6.0,10.0
2016-04-12 04:00:00,6,4,12,4,7.0,6.0
2016-04-12 05:00:00,5,4,12,5,6.0,7.0
2016-04-12 06:00:00,8,4,12,6,5.0,6.0
2016-04-12 07:00:00,5,4,12,7,8.0,5.0
2016-04-12 08:00:00,36,4,12,8,5.0,8.0
2016-04-12 09:00:00,53,4,12,9,36.0,5.0
2016-04-12 10:00:00,61,4,12,10,53.0,36.0
2016-04-12 11:00:00,45,4,12,11,61.0,53.0
2016-04-12 12:00:00,34,4,12,12,45.0,61.0
2016-04-12 13:00:00,24,4,12,13,34.0,45.0
2016-04-12 14:00:00,25,4,12,14,24.0,34.0
2016-04-12 15:00:00,20,4,12,15,25.0,24.0
2016-04-12 16:00:00,21,4,12,16,20.0,25.0
2016-04-12 17:00:00,23,4,12,17,21.0,20.0
2016-04-12 18:00:00,27,4,12,18,23.0,21.0
2016-04-12 19:00:00,20,4,12,19,27.0,23.0
2016-04-12 20:00:00,20,4,12,20,20.0,27.0
2016-04-12 21:00:00,23,4,12,21,20.0,20.0
2016-04-12 22:00:00,37,4,12,22,23.0,20.0
2016-04-12 23:00:00,29,4,12,23,37.0,23.0
2016-04-13 00:00:00,24,4,13,0,29.0,37.0
2016-04-13 01:00:00,13,4,13,1,24.0,29.0
2016-04-13 02:00:00,9,4,13,2,13.0,24.0
2016-04-13 03:00:00,7,4,13,3,9.0,13.0
2016-04-13 04:00:00,6,4,13,4,7.0,9.0
2016-04-13 05:00:00,7,4,13,5,6.0,7.0
2016-04-13 06:00:00,9,4,13,6,7.0,6.0
2016-04-13 07:00:00,8,4,13,7,9.0,7.0
2016-04-13 08:00:00,15,4,13,8,8.0,9.0
2016-04-13 09:00:00,20,4,13,9,15.0,8.0
2016-04-13 10:00:00,19,4,13,10,20.0,15.0
2016-04-13 11:00:00,20,4,13,11,19.0,20.0
2016-04-13 12:00:00,21,4,13,12,20.0,19.0
2016-04-13 13:00:00,13,4,13,13,21.0,20.0
2016-04-13 14:00:00,18,4,13,14,13.0,21.0
2016-04-13 15:00:00,11,4,13,15,18.0,13.0
2016-04-13 16:00:00,16,4,13,16,11.0,18.0
2016-04-13 17:00:00,14,4,13,17,16.0,11.0
2016-04-13 18:00:00,18,4,13,18,14.0,16.0
2016-04-13 19:00:00,14,4,13,19,18.0,14.0
2016-04-13 20:00:00,18,4,13,20,14.0,18.0
2016-04-13 21:00:00,15,4,13,21,18.0,14.0
2016-04-13 22:00:00,16,4,13,22,15.0,18.0
2016-04-13 23:00:00,14,4,13,23,16.0,15.0
2016-04-14 00:00:00,12,4,14,0,14.0,16.0
2016-04-14 01:00:00,6,4,14,1,12.0,14.0
2016-04-14 02:00:00,9,4,14,2,6.0,12.0
2016-04-14 03:00:00,6,4,14,3,9.0,6.0
2016-04-14 04:00:00,8,4,14,4,6.0,9.0
2016-04-14 05:00:00,5,4,14,5,8.0,6.0
2016-04-14 06:00:00,5,4,14,6,5.0,8.0
2016-04-14 07:00:00,8,4,14,7,5.0,5.0
2016-04-14 08:00:00,6,4,14,8,8.0,5.0
2016-04-14 09:00:00,12,4,14,9,6.0,8.0
